ID,BUS_ID,CAPACITY,CATEGORY,LONGITUDE,LATITUDE,MB_SYMBOL,NAME_ENG,NAME_NAT,SYMBOL,TSO,VISIBLE
1069,3960,-1,,24.016113,42.114524,hydro_pure_ps,Chaira,Чаира,Hydro pure pump storage,,1
1070,3961,134,,24.147949,42.073762,hydro_ror,Peshtera,Пещера,Hydro run of river & pondage,,1
1071,3962,75,,23.236084,42.787339,fossil_coal_gas,Sofia,София,Fossil gas,,1
1072,3970,630,,23.214111,42.382894,fossil_brown_lignite,Bobov dol,Бобов дол,Brown coal/Lignite,,1
1073,3976,-1,,28.048096,47.768868,other_nl,CET Nord, ,Other or not listed,,1
1074,3974,-1,,29.014893,47.15984,other_nl,CET-1, ,Other or not listed,,1
1075,3974,-1,,29.135742,47.077604,other_nl,CET-2, ,Other or not listed,,1
1076,5782,-1,,29.102783,47.249407,hydro_ror,DGES, ,Hydro run of river & pondage,,1
1077,4062,138,,22.357178,45.336702,hydro_ror,Ruieni, ,Hydro run of river & pondage,,1
1078,4079,1161,,22.5,44.770137,hydro_ror,Porţile de Fier 1, ,Hydro run of river & pondage,,1
1079,3981,200,,22.807617,45.521744,hydro_ror,Retezat, ,Hydro run of river & pondage,,1
1080,3982,963,,22.818604,45.935871,fossil_brown_lignite,Mintia, ,Brown coal/Lignite,,1
1081,3984,677,,24.224854,46.505954,fossil_coal_gas,Iernut, ,Fossil gas,,1
1082,3986,191,,26.202393,46.965259,hydro_ror,Stejaru, ,Hydro run of river & pondage,,1
1083,3987,1410,,28.201904,44.425934,nuclear,Cernavoda, ,Nuclear,,1
1084,3973,93,,27.355957,47.249407,fossil_brown_lignite,Iaşi 1, ,Brown coal/Lignite,,1
2103,6176,28.5,,-9.18456999999999,52.362183,wind,Dromada,,Wind farm,,1
1085,4072,86,,22.851562,46.822617,hydro_ror,Remeţi, ,Hydro run of river & pondage,,1
1086,3992,170,,22.093506,46.972756,fossil_brown_lignite,Oradea, ,Brown coal/Lignite,,1
1087,5762,241,,22.609863,44.386692,hydro_ror,Porţile de Fier 2, ,Hydro run of river & pondage,,1
1088,4017,75,,26.5979,45.344424,hydro_ror,Buzau, ,Hydro run of river & pondage,,1
1089,4035,133,,26.279297,44.221584,fossil_coal_gas,Progresu, ,Fossil gas,,1
1090,4013,200,,26.499023,46.785016,hydro_ror,Bistrita Ds., ,Hydro run of river & pondage,,1
1091,4013,-1,,26.553955,46.739861,hydro_ror,Bistrita Ds., ,Hydro run of river & pondage,,1
1092,4030,191,,27.301025,46.217852,hydro_ror,Siret, ,Hydro run of river & pondage,,1
1093,4030,-1,,27.333984,46.164614,hydro_ror,Siret, ,Hydro run of river & pondage,,1
1094,4030,-1,,27.366943,46.111326,hydro_ror,Siret, ,Hydro run of river & pondage,,1
1095,4030,194,,27.070312,46.286224,fossil_oil,Borzeşti, ,Fossil oil,,1
1096,4033,408,,27.861328,45.267155,other_nl,Brâila, ,Other or not listed,,1
1097,4015,338,,27.982178,45.521744,fossil_coal_gas,Galaţi, ,Fossil gas,,1
1098,4037,288,,25.960693,44.245199,fossil_coal_gas,Bucureşti Vest, ,Fossil gas,,1
1099,4035,368,,26.213379,44.386692,fossil_coal_gas,Bucureşti Sud, ,Fossil gas,,1
1100,4043,50,,25.081787,45.367584,hydro_ror,Clăbucet, ,Hydro run of river & pondage,,1
1101,3999,265,,25.861816,44.894796,fossil_coal_gas,Brazi, ,Fossil gas,,1
1102,4061,509,,23.972168,45.537137,hydro_ror,Lotru, ,Hydro run of river & pondage,,1
1103,4040,219,,24.576416,45.498647,hydro_ror,Vidraru, ,Hydro run of river & pondage,,1
1104,4043,196,,24.686279,45.290347,hydro_ror,Arges Ds., ,Hydro run of river & pondage,,1
1105,4043,-1,,24.708252,45.236218,hydro_ror,Arges Ds., ,Hydro run of river & pondage,,1
1106,4043,-1,,24.719238,45.182037,hydro_ror,Arges Ds., ,Hydro run of river & pondage,,1
1107,4054,465,,24.32373,44.770137,hydro_ror,Olt M, ,Hydro run of river & pondage,,1
1108,4054,-1,,24.356689,44.72332,hydro_ror,Olt M, ,Hydro run of river & pondage,,1
1109,4049,50,,23.15918,45.205263,hydro_ror,Motru, ,Hydro run of river & pondage,,1
1110,4049,105,,23.203125,45.143305,hydro_ror,Tismana, ,Hydro run of river & pondage,,1
1111,4048,166,,24.202881,45.174293,fossil_brown_lignite,Govora, ,Brown coal/Lignite,,1
1112,4041,867,,23.291016,44.972571,fossil_brown_lignite,Rovinari, ,Brown coal/Lignite,,1
1113,4042,1510,,23.521729,44.731126,fossil_brown_lignite,Turceni, ,Brown coal/Lignite,,1
1114,4056,333,,24.499512,44.127028,hydro_ror,Olt I, ,Hydro run of river & pondage,,1
1115,4056,-1,,24.56543,44.087585,hydro_ror,Olt I, ,Hydro run of river & pondage,,1
1116,4056,-1,,24.631348,44.040219,hydro_ror,Olt I, ,Hydro run of river & pondage,,1
1117,4057,160,,23.082275,45.79817,hydro_ror,Răul Mare DS., ,Hydro run of river & pondage,,1
1118,4057,-1,,23.137207,45.752193,hydro_ror,Răul Mare DS., ,Hydro run of river & pondage,,1
1119,4057,-1,,23.192139,45.706179,hydro_ror,Răul Mare DS., ,Hydro run of river & pondage,,1
1120,4063,149,,23.631592,45.821143,hydro_ror,Şugag, ,Hydro run of river & pondage,,1
1121,4064,149,,23.774414,45.713851,hydro_ror,Gâlceag, ,Hydro run of river & pondage,,1
1122,4079,220,,22.785645,44.777936,fossil_brown_lignite,Drobeta, ,Brown coal/Lignite,,1
1123,4081,246,,23.983154,44.142798,fossil_brown_lignite,Craiova Nord, ,Brown coal/Lignite,,1
1124,4066,566,,23.752441,44.370987,fossil_brown_lignite,Işalniţa, ,Brown coal/Lignite,,1
1261,4466,2620,,0.988770000000011,44.103365,nuclear,Golfech, ,Nuclear,,1
1125,4072,53,,22.807617,46.920255,hydro_ror,Munteni, ,Hydro run of river & pondage,,1
1126,4072,216,,23.181152,46.709736,hydro_ror,Mărişelu, ,Hydro run of river & pondage,,1
1127,4060,135,,23.071289,45.413876,fossil_brown_lignite,Paroşeni, ,Brown coal/Lignite,,1
1128,4054,-1,,24.389648,44.676466,hydro_ror,Olt M, ,Hydro run of river & pondage,,1
1129,4061,100,,24.136963,45.467836,hydro_ror,Brădişor, ,Hydro run of river & pondage,,1
1130,4040,104,,24.818115,45.882361,hydro_ror,Olt S, ,Hydro run of river & pondage,,1
1131,5916,295,,28.586426,44.746733,wind,Tariverde, ,Wind farm,,1
1132,4082,-1,,29.278564,48.712713,other_nl,Ladyzhynska TPP,Ладижинська ТЕС,Other or not listed,,1
1133,4083,-1,,30.574951,50.268277,other_nl,CHPP-5,ТЕЦ 5,Other or not listed,,1
1134,4160,-1,,31.201172,51.522416,other_nl,Chernigivska CHPP,Чернiгiвська ТЕЦ,Other or not listed,,1
1135,4109,-1,,24.400635,49.05947,other_nl,Kalysh CHPP,Калуська ТЕЦ,Other or not listed,,1
1136,4084,-1,,24.521484,49.260635,other_nl,Burshtyn TPP,Бурштинська ТЕС,Other or not listed,,1
1137,4087,-1,,33.618164,47.62838,other_nl,Kryvorizka TPP,Криворізька ТЕС,Other or not listed,,1
1138,4255,-1,,33.277588,46.792538,hydro_ror,Kakhovska HPP,Каховська ГЕС,Hydro run of river & pondage,,1
1139,4088,-1,,33.288574,49.073866,hydro_ror,Kremenchutska HPP,Кременчуцька ГЕС,Hydro run of river & pondage,,1
1140,4089,-1,,31.574707,49.681847,hydro_ror,Kanivska HPP,Канівська ГЕС,Hydro run of river & pondage,,1
1141,4090,-1,,30.706787,50.127622,other_nl,Trypilska TPP,Трипiльська ТЕС,Other or not listed,,1
1142,4091,-1,,25.795898,51.275662,nuclear,Rivnenska NPP,Рiвненська АЕС,Nuclear,,1
1143,4172,-1,,34.683838,48.596592,hydro_ror,Dniprodzergynska HPP,Dniprodzergynska ГЕС,Hydro run of river & pondage,,1
1144,4282,-1,,27.312012,48.552978,hydro_ror,Dnistrovska HPP,Днicтровська ГЕС,Hydro run of river & pondage,,1
1145,4156,-1,,32.244873,49.460984,other_nl,Cherkaska TPP,Черкаська ТЕЦ,Other or not listed,,1
1146,4183,-1,,30.585938,50.471491,other_nl,CHPP-6,ТЕЦ 6,Other or not listed,,1
1147,4183,-1,,30.52002,50.645977,hydro_ror,Kyivska HPP,Київська ГЕС,Hydro run of river & pondage,,1
1148,4139,-1,,30.201416,50.673835,hydro_ror,Kyivska HPSPP,Київська ГАЕС,Hydro run of river & pondage,,1
1149,4187,-1,,35.463867,48.348948,other_nl,Prydniprovska TPP,Приднепровска ТЕС,Other or not listed,,1
1150,4143,-1,,33.760986,49.081062,other_nl,Kremenchutska CHPP,Кременчуцька ТЕЦ,Other or not listed,,1
1151,4198,-1,,34.573975,47.494937,nuclear,Zaporizka NPP,Запорізька AЕС,Nuclear,,1
1152,4200,-1,,34.672852,47.383474,other_nl,Zaporizka TPP,Запорізька ТЕС,Other or not listed,,1
1153,4197,-1,,35.222168,47.805776,hydro_ror,Dnipro HPP,Дніпро ГЕС,Hydro run of river & pondage,,1
1154,4205,-1,,37.584229,48.843028,other_nl,Slavyanska TPP,Слов'янська ТЕС,Other or not listed,,1
1155,4224,-1,,38.056641,48.407326,other_nl,Vuglegirska TPP,Вуглегірська ТЕС,Other or not listed,,1
1156,4225,-1,,38.199463,47.864774,other_nl,Zuivska TPP-2,Зуzka  ТЕС-2,Other or not listed,,1
1157,4226,-1,,38.056641,47.746711,other_nl,Starobeshivska TPP,Старобешівська ТЕС,Other or not listed,,1
1158,4227,-1,,37.188721,47.960502,other_nl,Kurakhivska TPP,Курахівська ТЕС,Other or not listed,,1
1159,4242,-1,,38.331299,48.334343,other_nl,Myronivska TPP,Миронівська ТЕС,Other or not listed,,1
1160,4264,-1,,33.793945,45.120053,fossil_other,Simferopolska CHPP,,Other fossil fuels,,1
1161,4188,-1,,35.969238,49.986552,other_nl,CHPP-5,ТЕЦ-5,Other or not listed,,1
1162,4281,-1,,27.498779,48.509326,hydro_ror,Dnistrovska HPSPP,Днicтровська ГАЭС,Hydro run of river & pondage,,1
1163,4273,-1,,30.904541,48.085419,hydro_ror,Tashlyk HPSPP,Ташлицька ГАЕС,Hydro run of river & pondage,,1
1164,500,250,,19.445801,42.032974,hydro_pure_storage,V. Dejes, ,Hydro pure storage,,1
1165,4245,600,,19.89624,42.163403,hydro_pure_storage,Koman, ,Hydro pure storage,,1
1166,4159,500,,20.269775,42.081917,hydro_pure_storage,Fierze, ,Hydro pure storage,,1
1167,4284,75,,14.359131,46.505954,hydro_ror,Ferlach, ,Hydro run of river & pondage,,1
1168,4284,88,,14.194336,46.490829,hydro_ror,Feistritz, ,Hydro run of river & pondage,,1
1169,4311,87,,14.512939,46.460566,hydro_ror,Edling, ,Hydro run of river & pondage,,1
1170,4322,120,,13.40332,46.957761,hydro_pure_ps,Malta -Oberstufe, ,Hydro pure pump storage,,1
1171,5845,96,,12.908936,46.957761,hydro_ror,Außerfragrant, ,Hydro run of river & pondage,,1
1172,5845,172,,12.843018,47.032695,hydro_mixed,Innerfragrant, ,Hydro mixed pump storage,,1
1173,4322,730,,13.546143,46.897739,hydro_pure_ps,Malta -Hauptstufe, ,Hydro pure pump storage,,1
1174,4311,79,,14.72168,46.596619,hydro_ror,Schwabeck, ,Hydro run of river & pondage,,1
1175,4319,102,,12.908936,48.158757,hydro_ror,Braunau, ,Hydro run of river & pondage,,1
1176,4319,80.699997,,13.150635,48.363549,hydro_ror,Egglfing, ,Hydro run of river & pondage,,1
1177,4286,324,,13.94165,48.487486,hydro_ror,Aschach, ,Hydro run of river & pondage,,1
1178,4286,179,,13.974609,48.334343,hydro_ror,Ottensheim, ,Hydro run of river & pondage,,1
1179,4287,168,,14.381104,48.268569,hydro_ror,Abwinden-Asten, ,Hydro run of river & pondage,,1
1180,4325,413,,14.249268,48.334343,fossil_brown_lignite,Voest Linz, ,Brown coal/Lignite,,1
1181,4287,210,,14.589844,48.224673,hydro_ror,Wallsee, ,Hydro run of river & pondage,,1
1182,4288,236.5,,14.963379,48.224673,hydro_ror,Ybbs-P., ,Hydro run of river & pondage,,1
1183,4290,187,,15.292969,48.268569,hydro_ror,Melk, ,Hydro run of river & pondage,,1
1184,4337,328,,15.556641,48.400032,hydro_ror,Altenwörth, ,Hydro run of river & pondage,,1
1185,4289,293,,16.226807,48.334343,hydro_ror,Greifenstein, ,Hydro run of river & pondage,,1
1186,4329,172,,16.380615,48.210032,hydro_ror,Freudenau, ,Hydro run of river & pondage,,1
1187,4335,757,,15.567627,48.290503,fossil_brown_lignite,Dürnrohr, ,Brown coal/Lignite,,1
1188,4289,126.5,,16.193848,48.275882,fossil_coal_gas,Freudenau, ,Fossil gas,,1
1189,4327,487,,16.33667,48.275882,fossil_coal_gas,Donaustadt, ,Fossil gas,,1
1190,4329,1281,,16.237793,48.136767,fossil_coal_gas,Simmering, ,Fossil gas,,1
1191,4324,63.299999,,14.490967,47.576526,hydro_ror,Hieflau, ,Hydro run of river & pondage,,1
1192,4324,72.300003,,14.359131,47.850031,hydro_ror,Großraming, ,Hydro run of river & pondage,,1
1193,4310,80,,13.908691,46.656977,hydro_ror,Rosegg, ,Hydro run of river & pondage,,1
1194,4322,68.199997,,13.436279,46.815099,hydro_ror,Reißeck, ,Hydro run of river & pondage,,1
1195,4313,240,,12.634277,47.249407,hydro_ror,Kaprun -Hauptstufe, ,Hydro run of river & pondage,,1
1196,4315,112.800003,,12.678223,47.174778,hydro_pure_ps,Kaprun -Oberstufe, ,Hydro pure pump storage,,1
1197,4316,60,,12.524414,46.800059,hydro_ror,Amlach, ,Hydro run of river & pondage,,1
1198,4308,79,,11.568604,47.480088,hydro_ror,Achensee, ,Hydro run of river & pondage,,1
1199,4304,200.100006,,11.854248,47.256864,hydro_ror,Gerlos, ,Hydro run of river & pondage,,1
1200,4306,345,,11.623535,47.227029,hydro_ror,Mayrhofen, ,Hydro run of river & pondage,,1
1201,4296,231,,11.557617,47.032695,hydro_pure_ps,Roßhag, ,Hydro pure pump storage,,1
1202,4307,360,,11.876221,47.077604,hydro_pure_ps,Häusling, ,Hydro pure pump storage,,1
1203,4298,289,,11.052246,47.092566,hydro_pure_ps,Kühtai, ,Hydro pure pump storage,,1
1204,4299,500,,11.008301,47.227029,hydro_ror,Silz, ,Hydro run of river & pondage,,1
1205,4301,89,,10.601807,47.279229,hydro_ror,Imst, ,Hydro run of river & pondage,,1
1206,4297,392,,10.513916,47.047669,hydro_ror,Kaunertal, ,Hydro run of river & pondage,,1
1207,4285,156,,9.96460000000001,46.935261,hydro_pure_storage,Vermunt, ,Hydro pure storage,,1
1208,4285,493,,9.898682,46.995241,hydro_mixed,Rodund I + II, ,Hydro mixed pump storage,,1
1209,4291,232,,9.74487300000001,47.047669,hydro_mixed,Lünersee, ,Hydro mixed pump storage,,1
1210,6030,94,,9.65698200000001,47.137425,hydro_pure_storage,Walgauwerk, ,Hydro pure storage,,1
1211,4294,74,,9.97558599999999,47.44295,hydro_pure_storage,Langenegg, ,Hydro pure storage,,1
1213,4323,61,,13.787842,47.361153,hydro_ror,Sölk, ,Hydro run of river & pondage,,1
1214,4309,59,,12.128906,47.643186,hydro_ror,Oberaudorf, ,Hydro run of river & pondage,,1
1215,4339,589,,13.634033,47.945786,fossil_coal_gas,Timelkam, ,Fossil gas,,1
1216,4333,246,,15.490723,46.987747,fossil_brown_lignite,Mellach, ,Brown coal/Lignite,,1
1217,5846,223,,13.139648,48.063397,fossil_brown_lignite,Riedersbach, ,Brown coal/Lignite,,1
1218,4315,120,,13.062744,47.398349,hydro_ror,Schwarzach, ,Hydro run of river & pondage,,1
1219,4311,50,,14.831543,46.679594,hydro_pure_ps,Koralpe, ,Hydro pure pump storage,,1
1220,4353,170,,3.86718799999999,51.07592,biomass,Rodenhuize, ,Biomass,,1
1221,4351,261,,4.559326,51.296276,fossil_coal_gas,Total, ,Fossil gas,,1
1222,4358,2920,,4.152832,51.296276,nuclear,Doel, ,Nuclear,,1
1223,4356,460,,4.47143600000001,50.75731,fossil_coal_gas,Drogenbos, ,Fossil gas,,1
1224,4347,420,,4.372559,50.429518,fossil_coal_gas,Amercoeur, ,Fossil gas,,1
1225,4366,144,,4.559326,50.113533,hydro_mixed,Plate Taille, ,Hydro mixed pump storage,,1
1226,4377,3024,,4.998779,50.604159,nuclear,Tihange, ,Nuclear,,1
1227,4373,110,,5.53710900000001,50.694718,fossil_coal_gas,Angleur, ,Fossil gas,,1
1228,4372,1164,,6.13037099999999,50.310392,hydro_pure_ps,Coo, ,Hydro pure pump storage,,1
1229,4386,556,,5.42724599999999,50.972265,fossil_coal_hard,Langerlo, ,Hard coal,,1
1230,5977,357,,3.64746099999999,50.951506,fossil_coal_gas,Ringvaart, ,Fossil gas,,1
1231,5050,460,,3.96606399999999,50.373496,fossil_coal_gas,St-Ghislain, ,Fossil gas,,1
1232,6012,460,,3.29589800000001,51.296276,fossil_coal_gas,Herdersbrug, ,Fossil gas,,1
1233,4408,385,,18.182373,44.127028,fossil_brown_lignite,Kakanj, ,Brown coal/Lignite,,1
1234,4411,235,,18.841553,44.699898,fossil_brown_lignite,Ugljevik, ,Brown coal/Lignite,,1
1235,4394,255,,18.259277,43.076913,fossil_brown_lignite,Gacko, ,Brown coal/Lignite,,1
1236,4413,315,,19.27002,43.707594,hydro_ror,Visegrad, ,Hydro run of river & pondage,,1
1237,4398,440,,18.017578,42.811522,hydro_ror,Capljina, ,Hydro run of river & pondage,,1
1238,4402,160,,17.655029,43.850374,hydro_ror,Rama, ,Hydro run of river & pondage,,1
1239,4397,114,,17.644043,43.699651,hydro_ror,Grabovica, ,Hydro run of river & pondage,,1
1240,4394,-1,,18.4021,43.076913,power_plus_sub,Gacko, ,Substations + Power Plants,,1
1241,4395,-1,,17.830811,43.47684,power_plus_sub,Salakovac, ,Substations + Power Plants,,1
1242,4410,-1,,18.4021,44.566991,power_plus_sub,Tuzla, ,Substations + Power Plants,,1
1243,4411,-1,,18.775635,44.777936,power_plus_sub,Ugljevik, ,Substations + Power Plants,,1
1244,4395,210,,17.720947,43.53262,hydro_ror,Salakovac, ,Hydro run of river & pondage,,1
1245,4436,50,,15.172119,45.267155,hydro_ror,Gojak, ,Hydro run of river & pondage,,1
1246,4451,85,,16.380615,46.369674,hydro_ror,Varaždin, ,Hydro run of river & pondage,,1
1247,4451,80,,16.688232,46.278631,hydro_ror,Čakovec, ,Hydro run of river & pondage,,1
1248,4451,85,,16.842041,46.24825,hydro_ror,Dubrava, ,Hydro run of river & pondage,,1
1249,4435,290,,14.084473,45.081279,fossil_coal_hard,Plomin, ,Hard coal,,1
1250,4438,300,,14.611816,45.213004,other_nrenew,Rijeka, ,Fossil fuel,,1
1251,4441,215,,14.919434,44.801327,hydro_pure_storage,Senj, ,Hydro pure storage,,1
1252,4430,275,,15.567627,44.253069,hydro_mixed,Velebit, ,Hydro mixed pump storage,,1
1253,4443,395,,16.45752,45.521744,fossil_coal_gas,Sisak, ,Fossil gas,,1
1254,4444,430,,15.897217,45.867063,fossil_coal_gas,Zagreb, ,Fossil gas,,1
1255,2345,110,,18.391113,42.463993,hydro_ror,Dubrovnik, ,Hydro run of river & pondage,,1
1256,4432,485,,16.75415,43.428988,hydro_pure_storage,Zakučac, ,Hydro pure storage,,1
1257,4457,45,,17.006836,43.389082,hydro_pure_storage,Kraljevac, ,Hydro pure storage,,1
1258,4429,235,,16.743164,43.667872,hydro_pure_storage,Orlovac, ,Hydro pure storage,,1
1259,4454,42,,16.567383,43.834527,hydro_pure_storage,Peruča, ,Hydro pure storage,,1
1260,4438,84,,14.765625,45.104546,hydro_pure_storage,Vinodol, ,Hydro pure storage,,1
1262,5038,3620,,0.406494000000004,47.338823,nuclear,Chinon, ,Nuclear,,1
1263,5911,490,,5.16357399999999,43.325178,fossil_coal_gas,Martigues-Ponteau, ,Fossil gas,,1
1264,4467,447,,2.746582,44.0718,hydro_ror,Le Pouget, ,Hydro run of river & pondage,,1
1265,4468,1830,,1.680908,47.576526,nuclear,St. Laurent, ,Nuclear,,1
1266,4469,818,,2.471924,51.020666,fossil_coal_gas,Braek, ,Fossil gas,,1
1267,4935,5460,,2.02148399999999,50.993014,nuclear,Gravelines, ,Nuclear,,1
1268,4954,405,,4.031982,50.240179,fossil_coal_gas,Quartes, ,Fossil gas,,1
1269,4560,1415,,0.153808999999988,49.510944,fossil_oil,Le Havre, ,Fossil oil,,1
1270,4918,5320,,0.681152000000009,49.830896,nuclear,Paluel, ,Nuclear,,1
1271,4917,2660,,1.48315400000001,49.958288,nuclear,Penly Poste, ,Nuclear,,1
1272,4846,2340,,1.66992199999999,48.944151,fossil_oil,Porcheville, ,Fossil oil,,1
1273,4895,561,,2.66967800000001,48.821333,other_nl,Vaires, ,Other or not listed,,1
1274,4958,808,,4.43847700000001,49.94415,hydro_pure_ps,Revin, ,Hydro pure pump storage,,1
1275,4366,3000,,4.70214800000001,50.064192,nuclear,Chooz B, ,Nuclear,,1
1276,4986,1919,,6.60278300000001,49.181703,fossil_coal_gas,Emile- Huchet, ,Fossil gas,,1
1277,2641,290,,6.74560499999999,49.382373,fossil_brown_lignite,Hütte, ,Brown coal/Lignite,Amprion,1
1278,5015,147,,7.75634799999999,48.494768,hydro_ror,Strasbourg, ,Hydro run of river & pondage,,1
1279,4996,167,,7.58056600000001,48.20271,hydro_ror,Rhinau, ,Hydro run of river & pondage,,1
1280,5008,141,,7.49267599999999,48.078079,hydro_ror,Vogelgrun, ,Hydro run of river & pondage,,1
1281,4784,285,,5.72387699999999,46.445427,hydro_ror,Vouglans, ,Hydro run of river & pondage,,1
1282,5054,2620,,3.098145,47.606163,nuclear,Belleville, ,Nuclear,,1
1283,4820,3560,,2.59277299999999,47.717154,nuclear,Dampierre, ,Nuclear,,1
1284,4557,2990,,0.736083999999991,46.505954,nuclear,Civaux, ,Nuclear,,1
1285,4498,3640,,-0.626221000000005,45.143305,nuclear,Le Blayais, ,Nuclear,,1
1286,4614,-1,,2.28515599999999,45.267155,hydro_ror,L'Aigle, ,Hydro run of river & pondage,,1
1287,4583,293,,2.076416,45.1123,hydro_ror,Le Chastang, ,Hydro run of river & pondage,,1
1288,4616,235,,2.46093799999999,45.506347,hydro_ror,Bort, ,Hydro run of river & pondage,,1
1289,4602,183,,2.702637,44.910359,hydro_ror,Sarrans, ,Hydro run of river & pondage,,1
1290,5065,910,,2.922363,44.73893,hydro_pure_ps,Montezic poste et centrale, ,Hydro pure pump storage,,1
1291,4605,119,,2.515869,44.653024,hydro_ror,Couesque, ,Hydro run of river & pondage,,1
1292,4686,2670,,4.603271,45.336702,nuclear,St. Alban, ,Nuclear,,1
1293,4667,186,,4.812012,44.941473,hydro_ror,Bourg-les-Valence, ,Hydro run of river & pondage,,1
1294,4665,222,,4.83398400000001,44.754535,hydro_ror,Beauchastel, ,Hydro run of river & pondage,,1
1295,5068,210,,4.987793,44.645208,hydro_ror,Logis- Neuf, ,Hydro run of river & pondage,,1
1296,4660,3660,,4.87793000000001,44.535675,nuclear,Cruas, ,Nuclear,,1
1297,4664,285,,4.88891599999999,44.45731,hydro_ror,Chateauneuf-du-Rhone, ,Hydro run of river & pondage,,1
1298,4663,345,,4.93286099999999,44.323848,hydro_ror,Bollene, ,Hydro run of river & pondage,,1
1299,4661,3660,,4.647217,44.355278,nuclear,Tricastin, ,Nuclear,,1
1300,4753,366,,5.50415000000001,44.957024,hydro_ror,Monteynard, ,Hydro run of river & pondage,,1
1301,4735,370,,6.328125,44.472991,hydro_ror,Serre-Poncon, ,Hydro run of river & pondage,,1
1302,4747,-1,,6.16333000000001,45.1123,hydro_pure_ps,Grand Maison, ,Hydro pure pump storage,,1
1303,4760,3580,,5.405273,45.79817,nuclear,Bugey, ,Nuclear,,1
1304,5024,190,,6.92138699999999,46.012224,hydro_ror,Vallorcine, ,Hydro run of river & pondage,,1
1305,4780,298,,6.91040000000001,45.629405,hydro_ror,Malgovert, ,Hydro run of river & pondage,,1
1306,4779,546,,6.55883800000001,45.706179,hydro_ror,La Bathie, ,Hydro run of river & pondage,,1
1307,4774,320,,6.56982399999999,45.467836,hydro_ror,La Coche, ,Hydro run of river & pondage,,1
1308,4771,145,,6.37207,45.135555,hydro_ror,La Saussaz II, ,Hydro run of river & pondage,,1
1309,5113,742,,6.55883800000001,45.073521,hydro_pure_ps,S.Bissorte, ,Hydro pure pump storage,,1
1310,4773,87,,6.70165999999999,45.298075,hydro_ror,Aussois, ,Hydro run of river & pondage,,1
1311,4727,132,,6.20727500000001,43.699651,hydro_ror,St. Croix, ,Hydro run of river & pondage,,1
1312,4729,187,,6.07543900000001,43.92955,hydro_ror,Oraison, ,Hydro run of river & pondage,,1
1313,4730,214,,5.88867200000001,44.197959,hydro_ror,Sisteron, ,Hydro run of river & pondage,,1
1314,4651,210,,4.70214800000001,43.755225,hydro_ror,Beaucaire, ,Hydro run of river & pondage,,1
1315,4472,1370,,4.812012,43.842451,fossil_oil,Aramon, ,Fossil oil,,1
1316,4481,189,,0.010986000000005,42.75508,hydro_ror,Pragneres, ,Hydro run of river & pondage,,1
1317,5001,151,,7.44873000000001,47.598755,hydro_ror,Kembs, ,Hydro run of river & pondage,,1
1318,5003,156,,7.514648,47.754098,hydro_ror,Ottmarsheim, ,Hydro run of river & pondage,,1
1319,4839,153,,1.230469,49.403825,fossil_coal_gas,Chapelle'd Arblay, ,Fossil gas,,1
1320,4879,2620,,3.65844699999999,48.429201,nuclear,Nogent-sur-Seine, ,Nuclear,,1
1321,4828,258,,2.53784200000001,48.770672,fossil_oil,Arrighi, ,Fossil oil,,1
1322,5102,87,,2.66967800000001,44.205835,wind,Salles Curan, ,Wind farm,,1
1323,4976,436,,5.88867200000001,48.618385,fossil_coal_gas,Croix-de- Metz, ,Fossil gas,,1
1324,4579,514,,4.93286099999999,43.428988,fossil_coal_gas,Richier, ,Fossil gas,,1
1325,5114,98,,6.11938500000001,46.17983,hydro_ror,Verbois, ,Hydro run of river & pondage,,1
1326,5118,224,,18.391113,47.480088,fossil_brown_lignite,Oroszlány, ,Brown coal/Lignite,,1
1327,5119,1470,,18.874512,47.353711,fossil_coal_gas,Dunamenti, ,Fossil gas,,1
1328,5120,849,,20.061035,47.908978,fossil_oil,Mátra, ,Fossil oil,,1
1329,5121,864,,21.324463,48.092757,fossil_coal_gas,Tisza II, ,Fossil gas,,1
1330,5142,1892,,18.797607,46.55886,nuclear,Paks, ,Nuclear,,1
1331,5154,425,,18.116455,47.702368,fossil_coal_gas,Gönyű, ,Fossil gas,,1
1332,5193,336,,8.87695299999999,44.43378,fossil_brown_lignite,Genova, ,Brown coal/Lignite,,1
1333,5158,3996,,11.480713,42.382894,fossil_coal_gas,Montalto, ,Fossil gas,,1
1334,5242,150,,11.074219,43.213183,other_nl,Larderello, ,Other or not listed,,1
1335,5159,210,,9.470215,46.240652,hydro_mixed,Lanzada, ,Hydro mixed pump storage,,1
1336,5160,150,,9.48120100000001,46.111326,hydro_mixed,Sondrio, ,Hydro mixed pump storage,,1
1337,5285,240,,10.349121,46.437857,hydro_mixed,Premadio, ,Hydro mixed pump storage,,1
1338,5288,130,,10.744629,45.874712,hydro_mixed,Torbole, ,Hydro mixed pump storage,,1
1339,5300,922,,12.205811,44.535675,fossil_coal_gas,Porto Corsini, ,Fossil gas,,1
1340,5297,120,,10.92041,46.679594,hydro_mixed,Lana, ,Hydro mixed pump storage,,1
1341,5176,150,,7.294922,45.805829,hydro_mixed,Valpelline, ,Hydro mixed pump storage,,1
1342,5183,1512,,7.965088,45.274886,fossil_coal_gas,Chivasso, ,Fossil gas,,1
1343,5205,1337,,9.52514600000001,45.081279,fossil_oil,Piacenza, ,Fossil oil,,1
